Plant,Price EUR,Pot Size,Height,Product URL,Catalogue Page
Maranta leuconeura 'Kerchoveana' €1.33 6 cm 12 cm,1.33,6 cm,12 cm,https://www.floraccess.com/en/product/120866/maranta-leuconeura-kerchoveana/?source=Search,557
Maranta leuconeura 'Kerchoveana' €1.95 8.5 cm 25 cm,1.95,8.5 cm,25 cm,https://www.floraccess.com/en/product/94515/maranta-leuconeura-kerchoveana/?source=Search,154
Maranta leuconeura 'Kerchoveana' €3.78 12 cm 25-35 cm,3.78,12 cm,35 cm,https://www.floraccess.com/en/product/64920/maranta-leuconeura-kerchoveana/?source=Search,147
Maranta leuconeura 'Lemon Lime' €4.47 12 cm 25-35 cm,4.47,12 cm,35 cm,https://www.floraccess.com/en/product/64916/maranta-leuconeura-lemon-lime/?source=Search,72
Maranta leuconeura 'Mint' €2.32 6 cm 12 cm,2.32,6 cm,12 cm,https://www.floraccess.com/en/product/44549/maranta-leuconeura-mint/?source=Search,9
Maranta leuconeura 'Tricolor' €4.17 12 cm 20 cm,4.17,12 cm,20 cm,https://www.floraccess.com/en/product/41513/maranta-leuconeura-tricolor/?source=Search,10
Maranta leuconeura MIX €10.34 15 cm 20 cm,10.34,15 cm,20 cm,https://www.floraccess.com/en/product/77155/maranta-leuconeura-mix/?source=Search,198
Maranta leuconeura MIX €4.29 12 cm 25-35 cm,4.29,12 cm,35 cm,https://www.floraccess.com/en/product/64922/maranta-leuconeura-mix/?source=Search,39
Maranta leuconeura MIX €5.71 12 cm 25-35 cm,5.71,12 cm,35 cm,https://www.floraccess.com/en/product/102239/maranta-leuconeura-mix/?source=Search,263
Maranta leuconeura MIX €5.71 12 cm 25-35 cm,5.71,12 cm,35 cm,https://www.floraccess.com/en/product/109840/maranta-leuconeura-mix/?source=Search,317
Maranta leuconeura MIX €5.71 12 cm 25-35 cm,5.71,12 cm,35 cm,https://www.floraccess.com/en/product/109839/maranta-leuconeura-mix/?source=Search,557
Maranta leuconeura MIX €5.71 12 cm 25-35 cm,5.71,12 cm,35 cm,https://www.floraccess.com/en/product/117819/maranta-leuconeura-mix/?source=Search,557
Maranta leuconeura MIX €5.80 12 cm 25-35 cm,5.8,12 cm,35 cm,https://www.floraccess.com/en/product/64945/maranta-leuconeura-mix/?source=Search,137
Maranta leuconeura MIX €6.93 12 cm 35-45 cm,6.93,12 cm,45 cm,https://www.floraccess.com/en/product/110022/maranta-leuconeura-mix/?source=Search,122
Marginatocereus marginatus cristata €6.84 12 cm 20 cm,6.84,12 cm,20 cm,https://www.floraccess.com/en/product/114885/marginatocereus-marginatus-cristata/?source=Search,349
Marginatocereus marginatus €2.98 10.5 cm 15 cm,2.98,10.5 cm,15 cm,https://www.floraccess.com/en/product/78715/marginatocereus-marginatus/?source=Search,557
Marginatocereus marginatus €3.81 10.5 cm 12 cm,3.81,10.5 cm,12 cm,https://www.floraccess.com/en/product/122984/marginatocereus-marginatus/?source=Search,557
Marsilea quadrifolia €10.13 18 cm 20 cm,10.13,18 cm,20 cm,https://www.floraccess.com/en/product/123337/marsilea-quadrifolia/?source=Search,557
Marsilea quadrifolia €3.34 11 cm 7 cm,3.34,11 cm,7 cm,https://www.floraccess.com/en/product/123336/marsilea-quadrifolia/?source=Search,557
Matelea cyclophylla €22.89 10.5 cm 25 cm,22.89,10.5 cm,25 cm,https://www.floraccess.com/en/product/125353/matelea-cyclophylla/?source=Search,558
Matteuccia struthiopteris €1.66 9 cm 15 cm,1.66,9 cm,15 cm,https://www.floraccess.com/en/product/80372/matteuccia-struthiopteris/?source=Search,349
Matteuccia struthiopteris €1.91 9 cm 15 cm,1.91,9 cm,15 cm,https://www.floraccess.com/en/product/65891/matteuccia-struthiopteris/?source=Search,175
Matteuccia struthiopteris €2.78 11 cm 25 cm,2.78,11 cm,25 cm,https://www.floraccess.com/en/product/112929/matteuccia-struthiopteris/?source=Search,61
Medinilla magnifica 'Flamenco' €11.47 17 cm 35-45 cm,11.47,17 cm,45 cm,https://www.floraccess.com/en/product/121474/medinilla-magnifica-flamenco/?source=Search,239
Medinilla magnifica 'Flamenco' €12.23 17 cm 45-65 cm,12.23,17 cm,65 cm,https://www.floraccess.com/en/product/58195/medinilla-magnifica-flamenco/?source=Search,161
Medinilla magnifica 'Flamenco' €12.23 17 cm 45-65 cm,12.23,17 cm,65 cm,https://www.floraccess.com/en/product/58197/medinilla-magnifica-flamenco/?source=Search,185
Medinilla magnifica 'Flamenco' €13.45 17 cm 45-65 cm,13.45,17 cm,65 cm,https://www.floraccess.com/en/product/58325/medinilla-magnifica-flamenco/?source=Search,161
Medinilla magnifica 'Flamenco' €14.15 17 cm 45-65 cm,14.15,17 cm,65 cm,https://www.floraccess.com/en/product/58331/medinilla-magnifica-flamenco/?source=Search,222
Medinilla magnifica 'Flamenco' €15.47 17 cm 45-65 cm,15.47,17 cm,65 cm,https://www.floraccess.com/en/product/58328/medinilla-magnifica-flamenco/?source=Search,558
Medinilla magnifica 'Flamenco' €15.52 17 cm 45-65 cm,15.52,17 cm,65 cm,https://www.floraccess.com/en/product/58332/medinilla-magnifica-flamenco/?source=Search,222
Medinilla magnifica 'Flamenco' €16.05 17 cm 45-65 cm,16.05,17 cm,65 cm,https://www.floraccess.com/en/product/121834/medinilla-magnifica-flamenco/?source=Search,558
Medinilla magnifica 'Flamenco' €18.95 19 cm 55-75 cm,18.95,19 cm,75 cm,https://www.floraccess.com/en/product/58352/medinilla-magnifica-flamenco/?source=Search,263
Medinilla magnifica 'Flamenco' €19.08 19 cm 55-75 cm,19.08,19 cm,75 cm,https://www.floraccess.com/en/product/58353/medinilla-magnifica-flamenco/?source=Search,263
Medinilla magnifica 'Flamenco' €19.08 19 cm 55-75 cm,19.08,19 cm,75 cm,https://www.floraccess.com/en/product/58354/medinilla-magnifica-flamenco/?source=Search,558
Medinilla magnifica 'Flamenco' €9.37 17 cm 35-45 cm,9.37,17 cm,45 cm,https://www.floraccess.com/en/product/58193/medinilla-magnifica-flamenco/?source=Search,93
Medinilla magnifica 'Lambada' €10.74 14 cm 35-45 cm,10.74,14 cm,45 cm,https://www.floraccess.com/en/product/58338/medinilla-magnifica-lambada/?source=Search,100
Medinilla magnifica 'Lambada' €11.00 14 cm 35-45 cm,11.0,14 cm,45 cm,https://www.floraccess.com/en/product/58339/medinilla-magnifica-lambada/?source=Search,317
Medinilla magnifica 'Lambada' €8.61 14 cm 35-45 cm,8.61,14 cm,45 cm,https://www.floraccess.com/en/product/58199/medinilla-magnifica-lambada/?source=Search,101
Medinilla magnifica 'Lambada' €9.63 14 cm 35-45 cm,9.63,14 cm,45 cm,https://www.floraccess.com/en/product/58335/medinilla-magnifica-lambada/?source=Search,170
Melica ciliata €1.61 9 cm 15 cm,1.61,9 cm,15 cm,https://www.floraccess.com/en/product/65893/melica-ciliata/?source=Search,558
Melissa officinalis 'Fit' €3.82 14 cm 25-35 cm,3.82,14 cm,35 cm,https://www.floraccess.com/en/product/123825/melissa-officinalis-fit/?source=Search,558
Melissa officinalis 'Relax' €3.55 14 cm 25-35 cm,3.55,14 cm,35 cm,https://www.floraccess.com/en/product/123826/melissa-officinalis-relax/?source=Search,558
Melissa officinalis €1.34 9 cm 15 cm,1.34,9 cm,15 cm,https://www.floraccess.com/en/product/81906/melissa-officinalis/?source=Search,558
Melissa officinalis €1.60 9 cm 15 cm,1.6,9 cm,15 cm,https://www.floraccess.com/en/product/65894/melissa-officinalis/?source=Search,170
Melissa officinalis €2.70 10.5 cm 30-40 cm,2.7,10.5 cm,40 cm,https://www.floraccess.com/en/product/70870/melissa-officinalis/?source=Search,189
Melocactus bahiensis €20.55 17 cm 18 cm,20.55,17 cm,18 cm,https://www.floraccess.com/en/product/92802/melocactus-bahiensis/?source=Search,558
Melocactus bahiensis €35.16 23 cm 23 cm,35.16,23 cm,23 cm,https://www.floraccess.com/en/product/122930/melocactus-bahiensis/?source=Search,558
Melocactus matanzanus €5.00 10.5 cm 10.5 cm,5.0,10.5 cm,10.5 cm,https://www.floraccess.com/en/product/35508/melocactus-matanzanus/?source=Search,149
Melocactus maxonii inermis €19.50 17 cm 23 cm,19.5,17 cm,23 cm,https://www.floraccess.com/en/product/92803/melocactus-maxonii-inermis/?source=Search,263
Melocactus maxonii €2.45 8.5 cm 15 cm,2.45,8.5 cm,15 cm,https://www.floraccess.com/en/product/115156/melocactus-maxonii/?source=Search,349
Melocactus maxonii €5.48 13 cm 18 cm,5.48,13 cm,18 cm,https://www.floraccess.com/en/product/124311/melocactus-maxonii/?source=Search,558
Mentha aquatica €2.34 9 cm 20 cm,2.34,9 cm,20 cm,https://www.floraccess.com/en/product/39997/mentha-aquatica/?source=Search,102
Mentha cervina 'Alba' €2.34 9 cm 20 cm,2.34,9 cm,20 cm,https://www.floraccess.com/en/product/40043/mentha-cervina-alba/?source=Search,170
Mentha cervina €2.34 9 cm 20 cm,2.34,9 cm,20 cm,https://www.floraccess.com/en/product/40042/mentha-cervina/?source=Search,558
Mentha cervina €8.78 18 cm 25-35 cm,8.78,18 cm,35 cm,https://www.floraccess.com/en/product/40304/mentha-cervina/?source=Search,558
Mentha spicata €1.67 9 cm 15 cm,1.67,9 cm,15 cm,https://www.floraccess.com/en/product/65896/mentha-spicata/?source=Search,349
Mentha spicata €2.70 10.5 cm 30-40 cm,2.7,10.5 cm,40 cm,https://www.floraccess.com/en/product/84407/mentha-spicata/?source=Search,155
Mentha x piperita €1.47 9 cm 15 cm,1.47,9 cm,15 cm,https://www.floraccess.com/en/product/65895/mentha-x-piperita/?source=Search,558
Menyanthes trifoliata €10.46 18 cm 25-35 cm,10.46,18 cm,35 cm,https://www.floraccess.com/en/product/40296/menyanthes-trifoliata/?source=Search,189
Menyanthes trifoliata €2.90 9 cm 20 cm,2.9,9 cm,20 cm,https://www.floraccess.com/en/product/39999/menyanthes-trifoliata/?source=Search,170
Mestoklema tuberosum €80.74 27 cm 37.5-47.5 cm,80.74,27 cm,47.5 cm,https://www.floraccess.com/en/product/77681/mestoklema-tuberosum/?source=Search,113
Metasequoia glyptostroboides €15.58 23 cm 80-100 cm,15.58,23 cm,100 cm,https://www.floraccess.com/en/product/115244/metasequoia-glyptostroboides/?source=Search,558
Metasequoia glyptostroboides €16.93 15 cm 25-35 cm,16.93,15 cm,35 cm,https://www.floraccess.com/en/product/122288/metasequoia-glyptostroboides/?source=Search,211
Metasequoia glyptostroboides €17.28 19 cm 90-110 cm,17.28,19 cm,110 cm,https://www.floraccess.com/en/product/97327/metasequoia-glyptostroboides/?source=Search,264
Michaelmoelleria vietnamensis 'Sp No Id' €14.66 8 cm 12 cm,14.66,8 cm,12 cm,https://www.floraccess.com/en/product/122064/michaelmoelleria-vietnamensis-sp-no-id/?source=Search,558
Michaelmoelleria vietnamensis Sp Vietnam €14.66 8 cm 12 cm,14.66,8 cm,12 cm,https://www.floraccess.com/en/product/122065/michaelmoelleria-vietnamensis-sp-vietnam/?source=Search,75
Michaelmoelleria vietnamensis €14.66 8 cm 12 cm,14.66,8 cm,12 cm,https://www.floraccess.com/en/product/122066/michaelmoelleria-vietnamensis/?source=Search,79
Microbiota decussata €13.28 23 cm 40-50 cm,13.28,23 cm,50 cm,https://www.floraccess.com/en/product/33709/microbiota-decussata/?source=Search,558
Microbiota decussata €4.12 13 cm 25 cm,4.12,13 cm,25 cm,https://www.floraccess.com/en/product/99879/microbiota-decussata/?source=Search,317
Microbiota decussata €4.78 14 cm 25-35 cm,4.78,14 cm,35 cm,https://www.floraccess.com/en/product/88901/microbiota-decussata/?source=Search,558
Microbiota decussata €5.04 15 cm 25 cm,5.04,15 cm,25 cm,https://www.floraccess.com/en/product/109075/microbiota-decussata/?source=Search,558
Microbiota decussata €6.51 17 cm 30-40 cm,6.51,17 cm,40 cm,https://www.floraccess.com/en/product/109070/microbiota-decussata/?source=Search,317
Microbiota decussata €7.54 19 cm 30-40 cm,7.54,19 cm,40 cm,https://www.floraccess.com/en/product/45299/microbiota-decussata/?source=Search,198
Microbiota decussata €8.49 19 cm 45-55 cm,8.49,19 cm,55 cm,https://www.floraccess.com/en/product/99739/microbiota-decussata/?source=Search,558
Microbiota decussata €9.04 19 cm 25-35 cm,9.04,19 cm,35 cm,https://www.floraccess.com/en/product/109272/microbiota-decussata/?source=Search,558
Microsorum diversifolium €10.03 13 cm 25-35 cm,10.03,13 cm,35 cm,https://www.floraccess.com/en/product/104241/microsorum-diversifolium/?source=Search,558
Microsorum diversifolium €101.77 35 cm 90-110 cm,101.77,35 cm,110 cm,https://www.floraccess.com/en/product/77713/microsorum-diversifolium/?source=Search,558
Microsorum diversifolium €12.02 15 cm 25-35 cm,12.02,15 cm,35 cm,https://www.floraccess.com/en/product/104242/microsorum-diversifolium/?source=Search,558
Microsorum diversifolium €45.20 25 cm 50-70 cm,45.2,25 cm,70 cm,https://www.floraccess.com/en/product/79126/microsorum-diversifolium/?source=Search,264
Microsorum musifolium 'Crocodyllus' €4.83 12 cm 35-45 cm,4.83,12 cm,45 cm,https://www.floraccess.com/en/product/108286/microsorum-musifolium-crocodyllus/?source=Search,349
Microsorum musifolium 'Crocodyllus' €4.94 12 cm 35-45 cm,4.94,12 cm,45 cm,https://www.floraccess.com/en/product/54650/microsorum-musifolium-crocodyllus/?source=Search,71
Microsorum pteropus €1.68 6 cm 13 cm,1.68,6 cm,13 cm,https://www.floraccess.com/en/product/35969/microsorum-pteropus/?source=Search,5
Microsorum pteropus €2.11 6 cm 15 cm,2.11,6 cm,15 cm,https://www.floraccess.com/en/product/85554/microsorum-pteropus/?source=Search,39
Miltonia €6.73 12 cm 45-55 cm,6.73,12 cm,55 cm,https://www.floraccess.com/en/product/99142/miltonia/?source=Search,559
Mimosa pudica €1.78 5.5 cm 11 cm,1.78,5.5 cm,11 cm,https://www.floraccess.com/en/product/44551/mimosa-pudica/?source=Search,44
Mimosa pudica €2.54 5.5 cm 11 cm,2.54,5.5 cm,11 cm,https://www.floraccess.com/en/product/79828/mimosa-pudica/?source=Search,317
Mimosa pudica €2.91 9 cm 11 cm,2.91,9 cm,11 cm,https://www.floraccess.com/en/product/30757/mimosa-pudica/?source=Search,29
Mimosa pudica €3.31 5.5 cm 11 cm,3.31,5.5 cm,11 cm,https://www.floraccess.com/en/product/77434/mimosa-pudica/?source=Search,166
Mimosa pudica €3.35 5.5 cm 11 cm,3.35,5.5 cm,11 cm,https://www.floraccess.com/en/product/78230/mimosa-pudica/?source=Search,211
Mimosa pudica €3.40 5.5 cm 11 cm,3.4,5.5 cm,11 cm,https://www.floraccess.com/en/product/77433/mimosa-pudica/?source=Search,264
Mimosa pudica €5.56 9 cm 11 cm,5.56,9 cm,11 cm,https://www.floraccess.com/en/product/79829/mimosa-pudica/?source=Search,211
Mimosa pudica €5.82 9 cm 11 cm,5.82,9 cm,11 cm,https://www.floraccess.com/en/product/78231/mimosa-pudica/?source=Search,211
Mimosa pudica €5.82 9 cm 11 cm,5.82,9 cm,11 cm,https://www.floraccess.com/en/product/77436/mimosa-pudica/?source=Search,264
Miscanthus MIX €16.02 29 cm 5 cm,16.02,29 cm,5 cm,https://www.floraccess.com/en/product/37330/miscanthus-mix/?source=Search,559
Miscanthus MIX €4.81 17 cm 25-35 cm,4.81,17 cm,35 cm,https://www.floraccess.com/en/product/37332/miscanthus-mix/?source=Search,68
Miscanthus MIX €4.95 17 cm 25-35 cm,4.95,17 cm,35 cm,https://www.floraccess.com/en/product/37409/miscanthus-mix/?source=Search,317
Miscanthus MIX €8.88 23 cm 40-50 cm,8.88,23 cm,50 cm,https://www.floraccess.com/en/product/37331/miscanthus-mix/?source=Search,198
Miscanthus sinensis 'Adagio' €10.78 19 cm 50-70 cm,10.78,19 cm,70 cm,https://www.floraccess.com/en/product/124136/miscanthus-sinensis-adagio/?source=Search,559
Miscanthus sinensis 'Adagio' €17.76 23 cm 80-100 cm,17.76,23 cm,100 cm,https://www.floraccess.com/en/product/29145/miscanthus-sinensis-adagio/?source=Search,264
Miscanthus sinensis 'Adagio' €31.31 29 cm 80-100 cm,31.31,29 cm,100 cm,https://www.floraccess.com/en/product/92124/miscanthus-sinensis-adagio/?source=Search,559
Miscanthus sinensis 'Adagio' €4.81 17 cm 25-35 cm,4.81,17 cm,35 cm,https://www.floraccess.com/en/product/37164/miscanthus-sinensis-adagio/?source=Search,559
Miscanthus sinensis 'Adagio' €8.38 23 cm 60-80 cm,8.38,23 cm,80 cm,https://www.floraccess.com/en/product/37348/miscanthus-sinensis-adagio/?source=Search,264
Miscanthus sinensis 'Adagio' €9.24 17 cm 80-100 cm,9.24,17 cm,100 cm,https://www.floraccess.com/en/product/97398/miscanthus-sinensis-adagio/?source=Search,559
Miscanthus sinensis 'Dronning Ingrid' €14.45 19 cm 140-160 cm,14.45,19 cm,160 cm,https://www.floraccess.com/en/product/106926/miscanthus-sinensis-dronning-ingrid/?source=Search,559
Miscanthus sinensis 'Dronning Ingrid' €17.35 23 cm 65-85 cm,17.35,23 cm,85 cm,https://www.floraccess.com/en/product/44239/miscanthus-sinensis-dronning-ingrid/?source=Search,559
Miscanthus sinensis 'Ferner Osten' €13.93 19 cm 125-145 cm,13.93,19 cm,145 cm,https://www.floraccess.com/en/product/108136/miscanthus-sinensis-ferner-osten/?source=Search,559
Miscanthus sinensis 'Ferner Osten' €16.02 29 cm 60-80 cm,16.02,29 cm,80 cm,https://www.floraccess.com/en/product/37174/miscanthus-sinensis-ferner-osten/?source=Search,264
Miscanthus sinensis 'Ferner Osten' €19.81 23 cm 125-145 cm,19.81,23 cm,145 cm,https://www.floraccess.com/en/product/82021/miscanthus-sinensis-ferner-osten/?source=Search,559
Miscanthus sinensis 'Ferner Osten' €4.81 17 cm 25-35 cm,4.81,17 cm,35 cm,https://www.floraccess.com/en/product/37131/miscanthus-sinensis-ferner-osten/?source=Search,264
Miscanthus sinensis 'Ferner Osten' €6.53 19 cm 45-55 cm,6.53,19 cm,55 cm,https://www.floraccess.com/en/product/37172/miscanthus-sinensis-ferner-osten/?source=Search,559
Miscanthus sinensis 'Ferner Osten' €8.71 23 cm 60-80 cm,8.71,23 cm,80 cm,https://www.floraccess.com/en/product/37173/miscanthus-sinensis-ferner-osten/?source=Search,175
Miscanthus sinensis 'Flamingo' €16.02 29 cm 60-80 cm,16.02,29 cm,80 cm,https://www.floraccess.com/en/product/37178/miscanthus-sinensis-flamingo/?source=Search,559
Miscanthus sinensis 'Flamingo' €4.81 17 cm 25-35 cm,4.81,17 cm,35 cm,https://www.floraccess.com/en/product/37132/miscanthus-sinensis-flamingo/?source=Search,198
Miscanthus sinensis 'Flamingo' €6.53 19 cm 45-55 cm,6.53,19 cm,55 cm,https://www.floraccess.com/en/product/37176/miscanthus-sinensis-flamingo/?source=Search,559
Miscanthus sinensis 'Flamingo' €8.71 23 cm 60-80 cm,8.71,23 cm,80 cm,https://www.floraccess.com/en/product/37177/miscanthus-sinensis-flamingo/?source=Search,264
Miscanthus sinensis 'Gold Breeze' €5.08 17 cm 25-35 cm,5.08,17 cm,35 cm,https://www.floraccess.com/en/product/37369/miscanthus-sinensis-gold-breeze/?source=Search,175
Miscanthus sinensis 'Gold Breeze' €5.89 13 cm 20 cm,5.89,13 cm,20 cm,https://www.floraccess.com/en/product/124517/miscanthus-sinensis-gold-breeze/?source=Search,559
Miscanthus sinensis 'Gracillimus' €13.76 19 cm 120-140 cm,13.76,19 cm,140 cm,https://www.floraccess.com/en/product/97399/miscanthus-sinensis-gracillimus/?source=Search,559
Miscanthus sinensis 'Gracillimus' €16.02 29 cm 60-80 cm,16.02,29 cm,80 cm,https://www.floraccess.com/en/product/37182/miscanthus-sinensis-gracillimus/?source=Search,349
Miscanthus sinensis 'Gracillimus' €2.04 9 cm 15 cm,2.04,9 cm,15 cm,https://www.floraccess.com/en/product/80374/miscanthus-sinensis-gracillimus/?source=Search,317
Miscanthus sinensis 'Gracillimus' €2.30 9 cm 15 cm,2.3,9 cm,15 cm,https://www.floraccess.com/en/product/65898/miscanthus-sinensis-gracillimus/?source=Search,162
Miscanthus sinensis 'Gracillimus' €20.21 23 cm 130-150 cm,20.21,23 cm,150 cm,https://www.floraccess.com/en/product/82023/miscanthus-sinensis-gracillimus/?source=Search,559
Miscanthus sinensis 'Gracillimus' €4.81 17 cm 25-35 cm,4.81,17 cm,35 cm,https://www.floraccess.com/en/product/37179/miscanthus-sinensis-gracillimus/?source=Search,222
Miscanthus sinensis 'Gracillimus' €6.53 19 cm 25-35 cm,6.53,19 cm,35 cm,https://www.floraccess.com/en/product/37180/miscanthus-sinensis-gracillimus/?source=Search,559
Miscanthus sinensis 'Gracillimus' €8.71 23 cm 60-80 cm,8.71,23 cm,80 cm,https://www.floraccess.com/en/product/37181/miscanthus-sinensis-gracillimus/?source=Search,559
Miscanthus sinensis 'Gracillimus' €9.53 17 cm 100-120 cm,9.53,17 cm,120 cm,https://www.floraccess.com/en/product/104818/miscanthus-sinensis-gracillimus/?source=Search,559
